City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,ta`u,-14.2336,-169.5144,27.31,77,35,10.39,AS,1698735433
363,qadirpur ran,30.2924,71.6712,29.94,19,0,0.91,PK,1698735890
364,enewetak,11.3474,162.3373,28.95,78,100,9.75,MH,1698735370
365,mount pearl,47.5166,-52.7813,1.09,95,100,0.0,CA,1698735417
366,castillos,-34.1667,-53.8333,13.14,84,100,5.62,UY,1698735890
367,talnakh,69.4865,88.3972,-15.44,96,100,2.31,RU,1698735393
368,matay,28.419,30.7792,25.43,64,7,3.2,EG,1698735890
369,ryotsu-minato,38.0833,138.4333,16.97,73,3,1.9,JP,1698735890
370,pionerskiy,54.9508,20.2275,11.19,89,100,8.92,RU,1698735407
371,gadzhiyevo,69.2551,33.3362,-5.07,93,100,4.83,RU,1698735391
372,changling,44.2653,124.0005,9.72,31,0,7.8,CN,1698735890
373,bafra,41.5678,35.9069,24.57,59,21,2.28,TR,1698735890
374,netanya,32.3329,34.8599,28.01,56,12,6.72,IL,1698735648
375,karachi,24.9056,67.0822,34.9,18,0,4.63,PK,1698735677
376,botou,38.0667,116.5667,27.37,21,9,2.98,CN,1698735891
377,mount isa,-20.7333,139.5,37.87,18,75,4.12,AU,1698735385
378,puerto colombia,10.9878,-74.9547,25.05,76,100,1.02,CO,1698735371
379,muskegon,43.3,-86.1334,3.92,57,100,3.6,US,1698735891
380,yinchuan,38.4681,106.2731,23.06,12,0,4.68,CN,1698735891
381,klotze,52.6167,11.1667,12.23,84,100,9.43,DE,1698735891
382,manaure,11.7751,-72.4445,27.76,76,100,1.91,CO,1698735891
383,amboasary,-25.0333,46.3833,22.15,84,100,6.76,MG,1698735891
384,morgan city,29.6994,-91.2068,10.57,87,100,5.14,US,1698735647
385,shortandy,51.7006,70.9994,1.72,78,100,7.34,KZ,1698735446
386,doiwala,30.1833,78.1167,26.33,41,0,1.54,IN,1698735891
387,bubaque,11.2833,-15.8333,28.21,75,19,3.52,GW,1698735891
388,freetown,8.484,-13.2299,24.84,83,75,2.57,SL,1698735892
389,berdigestyakh,62.0989,126.6992,-14.92,98,57,0.81,RU,1698735405
390,ploudalmezeau,48.5333,-4.65,14.14,94,100,3.6,FR,1698735892
391,mossel bay,-34.1831,22.146,14.96,65,4,4.93,ZA,1698735892
392,aleg,17.0481,-13.9209,28.04,39,100,3.16,MR,1698735892
393,pachino,36.7186,15.0907,23.36,85,34,5.1,IT,1698735892
394,gotsucho,35.0,132.2167,18.14,60,0,2.34,JP,1698735892
395,aginskoye,51.1,114.53,1.62,38,43,2.88,RU,1698735892
396,nyurba,63.2842,118.3319,-12.58,95,100,1.91,RU,1698735892
397,rasskazovo,52.6714,41.9033,8.64,84,100,3.49,RU,1698735892
398,heihe,50.2441,127.4902,-0.68,42,100,2.3,CN,1698735893
399,manokwari,-0.8667,134.0833,26.23,83,100,1.24,ID,1698735446
400,pytalovo,57.0679,27.9138,6.69,95,100,3.62,RU,1698735893
401,narvik,68.4384,17.4272,-1.22,94,99,1.28,NO,1698735893
402,goondiwindi,-28.55,150.3167,34.27,11,0,10.22,AU,1698735893
403,rongelap,11.1635,166.8941,28.59,77,100,8.21,MH,1698735388
404,karlskrona,56.1616,15.5866,9.25,97,100,4.2,SE,1698735893
405,laguna,38.421,-121.4238,13.51,69,0,2.06,US,1698735408
406,taltal,-25.4,-70.4833,16.82,75,33,0.21,CL,1698735703
407,rakops,-21.0167,24.3333,21.62,67,52,7.27,BW,1698735893
408,kutulik,53.3508,102.7839,-2.0,48,99,1.74,RU,1698735893
409,souillac,-20.5167,57.5167,28.21,65,40,5.66,MU,1698735400
410,tommot,58.9564,126.2925,-11.45,93,100,0.57,RU,1698735894
411,gaiman,-43.2897,-65.4929,4.87,65,4,3.65,AR,1698735894
412,ola,59.5833,151.2833,-1.16,77,97,3.33,RU,1698735388
413,al jahra',29.3375,47.6581,29.23,24,50,0.46,KW,1698735894
414,parkes,-33.1333,148.1833,22.97,15,0,0.89,AU,1698735894
415,tyazhinskiy,56.116,88.524,-2.6,64,100,5.29,RU,1698735894
416,kumertau,52.7667,55.7833,1.58,93,100,7.04,RU,1698735894
417,lompoc,34.6391,-120.4579,13.1,72,0,3.6,US,1698735309
418,birao,10.2849,22.7882,29.67,41,48,1.83,CF,1698735749
419,hepo,23.4308,115.8299,28.23,51,57,1.26,CN,1698735894
420,uray,60.1247,64.7758,-6.18,69,100,2.68,RU,1698735759
421,urangan,-25.3,152.9,22.75,75,0,8.6,AU,1698735894
422,las palmas,28.4204,-14.0131,16.44,82,20,3.09,ES,1698735895
423,conceicao da barra,-18.5933,-39.7322,22.85,78,100,1.56,BR,1698735895
424,zhumysker,49.3333,49.4,11.37,62,92,7.42,KZ,1698735895
425,hasaki,35.7333,140.8333,22.38,53,100,2.66,JP,1698735394
426,borogontsy,62.6683,131.1683,-10.94,91,100,3.0,RU,1698735895
427,rio guayabal de yateras,20.3667,-75.0167,21.88,95,100,0.8,CU,1698735895
428,tahe,52.3333,124.7333,-2.18,30,100,0.62,CN,1698735895
429,tralee,52.2704,-9.7026,8.36,92,69,1.99,IE,1698735895
430,carolina beach,34.0352,-77.8936,19.04,96,97,2.49,US,1698735445
431,susuman,62.7833,148.1667,-13.34,94,14,0.45,RU,1698735389
432,las lajitas,-24.6833,-64.25,17.11,95,100,2.22,AR,1698735895
433,kingston,17.997,-76.7936,26.53,96,75,2.06,JM,1698735294
434,colonia,50.9333,6.95,11.18,83,75,4.12,DE,1698735265
435,sambava,-14.2667,50.1667,27.57,67,7,3.86,MG,1698735896
436,sogndal,61.2283,7.1003,-0.79,63,0,3.09,NO,1698735896
437,lakatoro,-16.0999,167.4164,25.17,85,80,6.2,VU,1698735896
438,nola,40.922,14.5329,22.02,76,24,3.23,IT,1698735425
439,thunder bay,48.4001,-89.3168,-4.01,68,40,1.54,CA,1698735327
440,hailey,43.5196,-114.3153,-2.08,74,0,3.09,US,1698735896
441,fortuna,40.5982,-124.1573,7.51,100,0,4.63,US,1698735896
442,yeniseysk,58.4497,92.1703,-5.59,49,6,4.47,RU,1698735896
443,camana,-16.6228,-72.7111,18.8,88,67,3.38,PE,1698735896
444,el porvenir,13.7617,-87.3458,21.63,96,100,1.64,HN,1698735896
445,puerto santa,-8.9906,-78.6456,18.45,91,94,2.35,PE,1698735896
446,puerto deseado,-47.7503,-65.8938,2.9,63,22,5.59,AR,1698735896
447,kill devil hills,36.0307,-75.676,17.77,76,100,8.75,US,1698735897
448,imam sahib,37.189,68.9364,27.85,19,100,7.12,AF,1698735897
449,aykhal,66.0,111.5,-21.8,99,99,3.45,RU,1698735225
450,"laikit, laikit ii (dimembe)",1.4792,124.9735,29.47,66,40,2.06,ID,1698735897
451,bethal,-26.4579,29.4655,7.53,92,100,3.43,ZA,1698735897
452,prince rupert,54.3161,-130.3201,5.83,86,0,3.6,CA,1698735628
453,howrah,22.5892,88.3103,31.0,55,40,2.57,IN,1698735897
454,dakhla,23.6848,-15.958,21.01,94,1,3.09,EH,1698735381
455,banda aceh,5.5577,95.3222,28.68,75,95,4.73,ID,1698735436
456,bengkulu,-3.8004,102.2655,26.59,83,99,3.76,ID,1698735432
457,saint-joseph,-21.3667,55.6167,28.21,67,0,3.4,RE,1698735426
458,trairi,-3.2778,-39.2689,23.83,81,33,3.28,BR,1698735634
459,tamanrasset,22.785,5.5228,16.95,25,0,1.03,DZ,1698735897
460,stadtroda,50.85,11.7333,11.83,93,97,7.06,DE,1698735898
461,machico,32.7,-16.7667,22.06,91,75,7.2,PT,1698735898
462,arbus,39.5272,8.5994,17.91,80,100,5.49,IT,1698735898
463,bentiu,9.2333,29.8333,29.58,54,98,2.39,SS,1698735898
464,campo mourao,-24.0456,-52.3831,19.6,98,100,1.62,BR,1698735898
465,dolores,-36.3132,-57.6792,7.35,70,100,3.82,AR,1698735436
466,natal,-5.795,-35.2094,23.12,88,40,2.06,BR,1698735640
467,port blair,11.6667,92.75,30.02,79,40,3.6,IN,1698735898
468,lichinga,-13.3128,35.2406,22.05,68,75,7.2,MZ,1698735898
469,saint-jean-d'angely,45.95,-0.5167,11.87,89,3,3.92,FR,1698735898
470,ad dabbah,18.05,30.95,32.91,20,28,7.38,SD,1698735898
471,naftalan,40.5067,46.825,18.68,52,68,2.67,AZ,1698735899
472,labytnangi,66.6572,66.4183,-9.3,93,100,2.52,RU,1698735798
473,tanggu,39.0211,117.6469,20.98,51,3,1.17,CN,1698735899
474,tchamba,9.0333,1.4167,23.13,84,100,0.9,TG,1698735899
475,bartica,6.4,-58.6167,26.18,99,89,0.5,GY,1698735899
476,valparaiso,-33.0393,-71.6273,9.8,87,0,1.03,CL,1698735625
477,viana do castelo,41.6932,-8.8329,13.63,89,59,4.53,PT,1698735899
478,hassi messaoud,31.6804,6.0729,18.92,26,0,1.03,DZ,1698735899
479,francisco beltrao,-26.0811,-53.055,18.45,97,100,1.08,BR,1698735885
480,margate,51.3813,1.3862,9.94,95,100,0.45,GB,1698735357
481,chonchi,-42.6128,-73.8092,1.56,97,4,0.55,CL,1698735378
482,richards bay,-28.783,32.0377,15.8,91,100,0.66,ZA,1698735401
483,masterton,-40.9597,175.6575,17.71,94,99,2.76,NZ,1698735379
484,pariaman,-0.619,100.12,28.03,83,77,2.85,ID,1698735899
485,maisi,43.0395,41.2621,21.4,22,0,0.77,GE,1698735899
486,trevelin,-43.0858,-71.4639,1.71,94,97,1.28,AR,1698735900
487,saint-francois,46.4154,3.9054,10.36,82,100,3.09,FR,1698735410
488,uturoa,-16.7333,-151.4333,26.37,80,13,8.83,PF,1698735381
489,quincy,42.2529,-71.0023,7.43,81,75,7.72,US,1698735900
490,sur,22.5667,59.5289,30.14,38,0,2.23,OM,1698735379
491,trinidad,-14.8333,-64.9,22.68,92,99,1.46,BO,1698735900
492,lowicz,52.1071,19.9453,14.18,54,100,8.05,PL,1698735900
493,gazojak,41.1875,61.4036,14.42,49,0,3.74,TM,1698735426
494,xuanzhou,30.9525,118.7553,27.9,30,0,1.5,CN,1698735900
495,kangding,30.0513,101.9603,15.53,59,62,0.84,CN,1698735900
496,baihar,22.1,80.55,30.26,33,1,1.66,IN,1698735900
497,minab,27.1467,57.0801,32.29,37,6,1.6,IR,1698735900
498,bakanas,44.8081,76.2772,10.83,75,100,11.32,KZ,1698735901
499,soledad de doblado,19.05,-96.4167,24.47,83,28,2.21,MX,1698735665
500,corfu,39.62,19.9197,19.88,83,40,3.6,GR,1698735901
501,sovetsk,55.0839,21.8785,10.7,88,93,6.14,RU,1698735901
502,calahorra,42.3051,-1.9652,5.99,73,3,0.85,ES,1698735901
503,makokou,0.5738,12.8642,21.86,97,100,0.72,GA,1698735748
504,nemuro,43.3236,145.575,11.65,82,10,5.32,JP,1698735421
505,ulaangom,49.9811,92.0667,2.83,65,100,1.55,MN,1698735680
506,phatthalung,7.5,100.0833,30.22,67,100,3.65,TH,1698735902
507,altay,47.8667,88.1167,7.26,89,100,2.82,CN,1698735399
508,sadao,6.6388,100.4234,33.64,70,100,3.01,TH,1698735902
509,mazatan,14.8667,-92.45,24.59,87,100,2.07,MX,1698735902
510,tura,25.5198,90.2201,29.06,49,7,1.21,IN,1698735405
511,nantucket,41.2835,-70.0995,9.52,82,100,11.28,US,1698735626
512,boa vista,2.8197,-60.6733,26.99,74,0,2.06,BR,1698735661
513,mersa matruh,31.3525,27.2453,25.11,65,40,4.63,EG,1698735903
514,show low,34.2542,-110.0298,-1.62,39,0,0.45,US,1698735841
515,adirampattinam,10.35,79.4,30.77,61,100,4.95,IN,1698735903
516,pizarro,4.9533,-77.366,24.67,92,100,0.94,CO,1698735903
517,jinghong,21.991,100.7341,26.87,61,100,0.62,CN,1698735903
518,oranjemund,-28.55,16.4333,23.98,40,10,5.72,NA,1698735368
519,dudinka,69.4058,86.1778,-15.21,97,99,0.89,RU,1698735390
520,bosobolo,4.1833,19.9,25.83,83,100,1.41,CD,1698735904
521,kodinsk,58.6881,99.1844,-9.76,38,0,2.67,RU,1698735904
522,bamboo flat,11.7,92.7167,30.05,79,40,3.6,IN,1698735904
523,askoy,60.4092,5.226,1.08,86,0,1.54,NO,1698735904
524,selfoss,63.9331,-20.9971,0.02,76,36,4.16,IS,1698735388
525,cadale,2.7603,46.3222,29.06,67,38,2.71,SO,1698735905
526,zeya,53.75,127.2667,-4.73,41,100,0.78,RU,1698735905
527,peniche,39.3558,-9.3811,14.5,90,100,4.58,PT,1698735905
528,minas de marcona,-15.2119,-75.1103,13.77,87,67,5.87,PE,1698735414
529,nandu,22.8525,110.8233,26.93,56,27,2.82,CN,1698735905
530,usogorsk,63.4106,48.6872,-3.52,83,100,1.41,RU,1698735394
531,norcasia,5.5778,-74.8852,21.05,98,100,0.77,CO,1698735906
532,ballina,-28.8667,153.5667,32.1,51,38,6.56,AU,1698735906
533,onverwacht,5.5833,-55.1833,26.03,97,20,0.0,SR,1698735906
534,brookings,44.3114,-96.7984,-4.97,78,100,11.32,US,1698735906
535,nema,57.5067,50.5011,-1.44,91,100,1.65,RU,1698735906
536,sidi akkacha,36.4647,1.3026,17.16,80,100,1.09,DZ,1698735907
537,sikasso,10.9167,-7.0,24.87,62,19,0.44,ML,1698735907
538,plastun,44.7561,136.2939,12.92,73,29,2.96,RU,1698735907
539,champerico,14.3,-91.9167,25.34,88,100,2.08,GT,1698735372
540,benguela,-12.5763,13.4055,25.52,74,10,1.91,AO,1698735908
541,quellon,-43.1167,-73.6167,2.73,85,3,1.35,CL,1698735908
542,vernon,50.2581,-119.2691,0.72,73,7,2.57,CA,1698735210
543,strathmore,51.0501,-113.3852,0.67,80,95,5.14,CA,1698735909
544,qinggang,46.6833,126.0833,3.48,75,100,5.17,CN,1698735909
545,inda silase,14.1031,38.2829,21.7,52,34,5.38,ET,1698735909
546,zouerate,22.7187,-12.4521,24.42,20,0,2.44,MR,1698735909
547,bairnsdale,-37.8333,147.6167,16.14,56,6,2.68,AU,1698735909
548,porlamar,10.958,-63.8491,27.34,81,68,4.04,VE,1698735910
549,barakani,-12.1356,44.4317,28.15,65,66,1.07,KM,1698735376
550,tshabong,-26.05,22.45,17.75,59,67,8.35,BW,1698735910
551,road town,18.4167,-64.6167,28.05,78,100,7.78,VG,1698735910
552,al majaridah,19.1236,41.9111,30.67,43,11,1.64,SA,1698735910
553,bowen,-20.0167,148.2333,24.36,58,14,5.15,AU,1698735911
554,prokuplje,43.2342,21.5881,12.6,49,71,1.82,RS,1698735911
555,sao jose da coroa grande,-8.8978,-35.1478,23.25,78,78,2.76,BR,1698735911
556,long beach,33.767,-118.1892,22.92,23,0,1.95,US,1698735651
557,kapa'a,22.0752,-159.319,26.18,77,75,3.6,US,1698735378
558,kampene,-3.6,26.6667,25.28,76,100,0.97,CD,1698735912
559,laghouat,33.8,2.8651,17.64,56,100,1.4,DZ,1698735912
560,ashoknagar,24.5667,77.7167,30.42,28,92,3.49,IN,1698735912
561,akureyri,65.6835,-18.0878,-6.04,86,28,2.57,IS,1698735407
562,aoulef,26.9667,1.0833,27.89,17,8,3.5,DZ,1698735913
563,ambodifotatra,-16.9833,49.85,27.03,89,75,1.03,MG,1698735913
564,hotan,37.0997,79.9269,21.7,12,11,2.31,CN,1698735913
565,la palma,33.8464,-118.0467,22.88,16,0,2.24,US,1698735913
566,dalandzadgad,43.5708,104.425,13.62,33,100,9.01,MN,1698735913
567,port macquarie,-31.4333,152.9167,24.38,58,64,6.55,AU,1698735788
568,shizunai-furukawacho,42.3339,142.3669,12.68,71,100,0.86,JP,1698735914
569,wodonga,-36.1167,146.8833,18.48,90,18,4.93,AU,1698735914
570,thoen,17.6129,99.2161,24.91,95,100,0.37,TH,1698735914
571,tabou,4.423,-7.3528,24.73,91,15,1.7,CI,1698735418
572,i-n-salah,27.1935,2.4607,27.1,17,60,3.59,DZ,1698735914
573,calingasta,-31.3308,-69.4078,12.41,27,3,1.04,AR,1698735915
574,yekaterinoslavka,50.3734,129.1139,-1.52,33,100,2.39,RU,1698735915
575,twante,16.7167,95.9333,31.07,63,100,3.48,MM,1698735915
576,ranot,7.7777,100.3213,29.22,72,100,3.72,TH,1698735915
577,rach gia,10.0167,105.0833,30.21,70,100,3.95,VN,1698735915
578,chernomorskoye,45.5039,32.6997,18.08,51,9,4.7,UA,1698735915
579,talcahuano,-36.7167,-73.1167,5.82,87,0,2.57,CL,1698735915
580,kpandae,8.4689,-0.0113,25.71,84,77,1.81,GH,1698735916
581,fort-shevchenko,44.5086,50.263,15.77,60,5,7.49,KZ,1698735916
582,antofagasta,-23.65,-70.4,16.6,69,35,3.4,CL,1698735916
583,andergrove,-21.0833,149.1833,28.69,57,2,4.12,AU,1698735916
584,bandar-e lengeh,26.5579,54.8807,30.06,66,8,5.14,IR,1698735917
585,gaalkacyo,6.7697,47.4308,28.33,61,84,4.4,SO,1698735917
586,kutum,14.2,24.6667,26.85,26,82,8.49,SD,1698735917
587,nuuk,64.1835,-51.7216,10.34,27,100,8.23,GL,1698735375
588,cabeza del buey,38.7223,-5.2195,10.51,73,100,1.21,ES,1698735917
589,alesund,62.4723,6.1549,1.53,68,0,6.69,NO,1698735713
590,maxixe,-23.8597,35.3472,21.9,73,75,4.12,MZ,1698735918
591,kostomuksha,64.571,30.5767,-9.42,98,73,1.79,RU,1698735919
592,alaghsas,17.0187,8.0168,24.94,19,0,3.6,NE,1698735422
593,acajutla,13.5928,-89.8275,24.88,83,100,2.63,SV,1698735663
594,pontal,-21.0225,-48.0372,23.15,92,100,1.42,BR,1698735919
595,palmer,42.1584,-72.3287,6.79,72,100,5.14,US,1698735443
596,neftekumsk,44.6667,44.9167,17.01,67,4,4.22,RU,1698735919
597,necochea,-38.5473,-58.7368,6.73,76,71,1.47,AR,1698735919
598,bouar,5.934,15.596,23.65,75,100,0.8,CF,1698735920
599,gorodishche,48.8045,44.4744,13.49,76,0,7.0,RU,1698735920
600,chadron,42.8294,-102.9999,-7.18,81,0,2.06,US,1698735920
601,al kharijah,25.4514,30.5464,27.33,44,0,4.27,EG,1698735920
602,corlu,41.1592,27.8,17.99,88,75,1.54,TR,1698735920
603,bayramaly,37.6185,62.1671,16.86,40,61,6.13,TM,1698735921
604,tirumala,13.6833,79.35,25.1,66,100,4.25,IN,1698735921
605,horta,38.5333,-28.6333,17.23,90,82,2.24,PT,1698735921
606,bosansko grahovo,44.1794,16.3639,14.8,97,100,6.66,BA,1698735921
